split,split1,split2,split3,split4,split5,split6,split7
CMSC132,,,,,,MWF 2:00pm - 2:50pm,CSI  2117
CMSC216,0101,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,2,0,,CSI  1115
CMSC216,,,,,,TuTh 9:30am - 10:45am,CSI  1115
CMSC216,0102,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 9:30am - 10:45am,CSI  1115
CMSC216,0103,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,1,,CSI  1115
CMSC216,,,,,,TuTh 9:30am - 10:45am,CSI  1115
CMSC216,0104,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 9:30am - 10:45am,CSI  1115
CMSC216,0201,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 11:00am - 12:15pm,CSI  1115
CMSC216,0202,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,1,,CSI  1115
CMSC216,,,,,,TuTh 11:00am - 12:15pm,CSI  1115
CMSC216,0203,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,1,,CSI  1115
CMSC216,,,,,,TuTh 11:00am - 12:15pm,CSI  1115
CMSC216,0204,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 11:00am - 12:15pm,CSI  1115
CMSC216,0301,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 2:00pm - 3:15pm,CSI  1115
CMSC216,0302,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,2,0,,CSI  1115
CMSC216,,,,,,TuTh 2:00pm - 3:15pm,CSI  1115
CMSC216,0303,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 2:00pm - 3:15pm,CSI  1115
CMSC216,0304,,,,,,CSI  1115
CMSC216,,Nelson Padua-Perez,,,,,CSI  1115
CMSC216,,,28,0,0,,CSI  1115
CMSC216,,,,,,TuTh 2:00pm - 3:15pm,CSI  1115
CMSC250,0101,,,,,,CSI  2117
CMSC250,,Clyde Kruskal,,,,,CSI  2117
CMSC250,,,29,0,4,,CSI  2117
CMSC250,,,,,,TuTh 2:00pm - 3:15pm,CSI  2117
CMSC250,0102,,,,,,CSI  2117
CMSC250,,Clyde Kruskal,,,,,CSI  2117
CMSC250,,,29,0,5,,CSI  2117
CMSC250,,,,,,TuTh 2:00pm - 3:15pm,CSI  2117
CMSC250,0103,,,,,,CSI  2117
CMSC250,,Clyde Kruskal,,,,,CSI  2117
CMSC250,,,29,0,3,,CSI  2117
CMSC250,,,,,,TuTh 2:00pm - 3:15pm,CSI  2117
CMSC250,0201,,,,,,CSI  1115
CMSC250,,Clyde Kruskal,,,,,CSI  1115
CMSC250,,,29,0,5,,CSI  1115
CMSC250,,,,,,TuTh 3:30pm - 4:45pm,CSI  1115
CMSC250,0202,,,,,,CSI  1115
CMSC250,,Clyde Kruskal,,,,,CSI  1115
CMSC250,,,29,0,3,,CSI  1115
CMSC250,,,,,,TuTh 3:30pm - 4:45pm,CSI  1115
CMSC250,0203,,,,,,CSI  1115
CMSC250,,Clyde Kruskal,,,,,CSI  1115
CMSC250,,,29,0,3,,CSI  1115
CMSC250,,,,,,TuTh 3:30pm - 4:45pm,CSI  1115
CMSC250,0204,,,,,,CSI  1115
CMSC250,,Clyde Kruskal,,,,,CSI  1115
CMSC250,,,29,14,0,,CSI  1115
CMSC250,,,,,,TuTh 3:30pm - 4:45pm,CSI  1115
CMSC250,0301,,,,,,CSI  3117
CMSC250,,Thomas Reinhardt,,,,,CSI  3117
CMSC250,,,29,0,1,,CSI  3117
CMSC250,,,,,,TuTh 11:00am - 12:15pm,CSI  3117
CMSC250,0302,,,,,,CSI  3117
CMSC250,,Thomas Reinhardt,,,,,CSI  3117
CMSC250,,,29,1,0,,CSI  3117
CMSC250,,,,,,TuTh 11:00am - 12:15pm,CSI  3117
CMSC250,0303,,,,,,CSI  3117
CMSC250,,Thomas Reinhardt,,,,,CSI  3117
CMSC250,,,29,0,5,,CSI  3117
CMSC250,,,,,,TuTh 11:00am - 12:15pm,CSI  3117
CMSC250,0101,,,,,,CSI  3118
CMSC250,,Thomas Goldstein,,,,,CSI  3118
CMSC250,,,25,0,0,,CSI  3118
CMSC250,,,,,,TuTh 12:30pm - 1:45pm,CSI  3118
CMSC289,0101,,,,,,CSI  2117
CMSC289,,James Reggia,,,,,CSI  2117
CMSC289,,,60,0,36,,CSI  2117
CMSC289,,,,,,TuTh 11:00am - 12:15pm,CSI  2117
CMSC330,0101,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,0,,CSI  3117
CMSC330,,,,,,TuTh 3:30pm - 4:45pm,CSI  3117
CMSC330,0102,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,0,,CSI  3117
CMSC330,,,,,,TuTh 3:30pm - 4:45pm,CSI  3117
CMSC330,0103,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,1,0,,CSI  3117
CMSC330,,,,,,TuTh 3:30pm - 4:45pm,CSI  3117
CMSC330,0201,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,0,,CSI  3117
CMSC330,,,,,,TuTh 12:30pm - 1:45pm,CSI  3117
CMSC330,0202,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,1,,CSI  3117
CMSC330,,,,,,TuTh 12:30pm - 1:45pm,CSI  3117
CMSC330,0203,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,13,0,,CSI  3117
CMSC330,,,,,,TuTh 12:30pm - 1:45pm,CSI  3117
CMSC330,0301,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,0,,CSI  3117
CMSC330,,,,,,TuTh 2:00pm - 3:15pm,CSI  3117
CMSC330,0302,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,0,0,,CSI  3117
CMSC330,,,,,,TuTh 2:00pm - 3:15pm,CSI  3117
CMSC330,0303,,,,,,CSI  3117
CMSC330,,Chau-Wen Tseng,,,,,CSI  3117
CMSC330,,,27,1,0,,CSI  3117
CMSC330,,,,,,TuTh 2:00pm - 3:15pm,CSI  3117
CMSC351,0101,,,,,,CSI  3117
CMSC351,,Hamid Mahini,,,,,CSI  3117
CMSC351,,,88,0,2,,CSI  3117
CMSC351,,,,,,MWF 10:00am - 10:50am,CSI  3117
CMSC351,0201,,,,,,CSI  3117
CMSC351,,Hamid Mahini,,,,,CSI  3117
CMSC351,,,88,0,4,,CSI  3117
CMSC351,,,,,,MWF 11:00am - 11:50am,CSI  3117
CMSC351,0301,,,,,,CSI  2117
CMSC351,,Hamid Mahini,,,,,CSI  2117
CMSC351,,,88,0,0,,CSI  2117
CMSC351,,,,,,MWF 3:00pm - 3:50pm,CSI  2117
CMSC396,0101,,,,,,AVW  4172
CMSC396,,Atif Memon Neil Spring,,,,,AVW  4172
CMSC396,,,25,0,0,,AVW  4172
CMSC396,,,,,,W 1:00pm - 1:50pm,AVW  4172
CMSC411,0101,,,,,,CSI  1122
CMSC411,,Michelle Hugue,,,,,CSI  1122
CMSC411,,,45,0,3,,CSI  1122
CMSC411,,,,,,TuTh 3:30pm - 4:45pm,CSI  1122
CMSC411,0201,,,,,,CSI  1122
CMSC411,,Michelle Hugue,,,,,CSI  1122
CMSC411,,,45,0,3,,CSI  1122
CMSC411,,,,,,TuTh 2:00pm - 3:15pm,CSI  1122
CMSC412,0101,,,,,,CSI  1122
CMSC412,,Neil Spring,,,,,CSI  1122
CMSC412,,,25,0,4,,CSI  1122
CMSC412,,,,,,TuTh 11:00am - 12:15pm,CSI  1122
CMSC412,0102,,,,,,CSI  1122
CMSC412,,Neil Spring,,,,,CSI  1122
CMSC412,,,25,0,3,,CSI  1122
CMSC412,,,,,,TuTh 11:00am - 12:15pm,CSI  1122
CMSC414,0101,,,,,,CSI  1122
CMSC414,,A. U. Shankar,,,,,CSI  1122
CMSC414,,,40,0,6,,CSI  1122
CMSC414,,,,,,TuTh 12:30pm - 1:45pm,CSI  1122
CMSC414,0201,,,,,,CSI  1122
CMSC414,,Elaine Shi,,,,,CSI  1122
CMSC414,,,50,1,0,,CSI  1122
CMSC414,,,,,,MW 3:30pm - 4:45pm,CSI  1122
CMSC417,0101,,,,,,CSI  3120
CMSC417,,Ashok Agrawala,,,,,CSI  3120
CMSC417,,,40,5,0,,CSI  3120
CMSC417,,,,,,TuTh 11:00am - 12:15pm,CSI  3120
CMSC417,0201,,,,,,CSI  2107
CMSC417,,Instructor: TBA,,,,,CSI  2107
CMSC417,,,40,27,0,,CSI  2107
CMSC417,,,,,,TuTh 3:30pm - 4:45pm,CSI  2107
CMSC417,,,,,,,CSI  2107
CMSC420,,,,,,,CSI  2120
CMSC420,0101,,,,,,CSI  2120
CMSC420,,Hanan Samet,,,,,CSI  2120
CMSC420,,,40,0,0,,CSI  2120
CMSC420,,,,,,TuTh 12:30pm - 1:45pm,CSI  2120
CMSC420,,,,,,,CSI  2120
CMSC420,0201,,,,,,CSI  3120
CMSC420,,Michelle Hugue,,,,,CSI  3120
CMSC420,,,40,0,10,,CSI  3120
CMSC420,,,,,,MW 3:30pm - 4:45pm,CSI  3120
CMSC420,,,,,,,CSI  3120
CMSC421,,,,,,,CSI  1121
CMSC421,0101,,,,,,CSI  1121
CMSC421,,Donald Perlis,,,,,CSI  1121
CMSC421,,,50,0,2,,CSI  1121
CMSC421,,,,,,TuTh 2:00pm - 3:15pm,CSI  1121
CMSC421,,,,,,,CSI  1121
CMSC421,0201,,,,,,CSI  3117
CMSC421,,Donald Perlis,,,,,CSI  3117
CMSC421,,,46,0,3,,CSI  3117
CMSC421,,,,,,TuTh 9:30am - 10:45am,CSI  3117
CMSC423,0101,,,,,,CSI  1121
CMSC423, ,Hector Corrada Bravo,,,,,CSI  1121
CMSC423,,,48,20,0,,CSI  1121
CMSC423,,,,,,MW 3:30pm - 4:45pm,CSI  1121
CMSC424,0101,,,,,,CSI  3120
CMSC424,,Nicholas Roussopoulos,,,,,CSI  3120
CMSC424,,,40,0,2,,CSI  3120
CMSC424,,,,,,TuTh 2:00pm - 3:15pm,CSI  3120
CMSC426,0101,,,,,,CSI  2120
CMSC426,,John Aloimonos,,,,,CSI  2120
CMSC426,,,40,7,0,,CSI  2120
CMSC426,,,,,,TuTh 11:00am - 12:15pm,CSI  2120
CMSC427,0101,,,,,,CSI  1121
CMSC427,,Zia Khan,,,,,CSI  1121
CMSC427,,,40,2,0,,CSI  1121
CMSC427,,,,,,MW 2:00pm - 3:15pm,CSI  1121
CMSC430,0101,,,,,,CSI  2107
CMSC430,,Jeffrey Foster,,,,,CSI  2107
CMSC430,,,40,1,0,,CSI  2107
CMSC430,,,,,,MW 3:30pm - 4:45pm,CSI  2107
CMSC433,0101,,,,,,CSI  1121
CMSC433,,Michael Hicks,,,,,CSI  1121
CMSC433,,,50,0,15,,CSI  1121
CMSC433,,,,,,TuTh 3:30pm - 4:45pm,CSI  1121
CMSC434,0101,,,,,,CSI  1122
CMSC434,,Jon Froehlich,,,,,CSI  1122
CMSC434,,,44,0,8,,CSI  1122
CMSC434,,,,,,TuTh 9:30am - 10:45am,CSI  1122
CMSC434,0201,,,,,,CSI  1121
CMSC434,,Vibha Sazawal,,,,,CSI  1121
CMSC434,,,44,0,6,,CSI  1121
CMSC434,,,,,,TuTh 11:00am - 12:15pm,CSI  1121
CMSC435,0101,,,,,,CSI  1121
CMSC435,,James Purtilo,,,,,CSI  1121
CMSC435,,,50,0,4,,CSI  1121
CMSC435,,,,,,TuTh 12:30pm - 1:45pm,CSI  1121
CMSC436,0101,,,,,,CSI  1121
CMSC436,,Adam Porter,,,,,CSI  1121
CMSC436,,,50,0,14,,CSI  1121
CMSC436,,,,,,TuTh 9:30am - 10:45am,CSI  1121
CMSC436,0201,,,,,,CSI  2117
CMSC436,,Atif Memon,,,,,CSI  2117
CMSC436,,,60,0,11,,CSI  2117
CMSC436,,,,,,TuTh 12:30pm - 1:45pm,CSI  2117
CMSC451,0101,,,,,,CSI  3120
CMSC451,,Aravind Srinivasan,,,,,CSI  3120
CMSC451,,,40,0,1,,CSI  3120
CMSC451,,,,,,TuTh 12:30pm - 1:45pm,CSI  3120
CMSC452,0101,,,,,,CSI  3118
CMSC452,,William Gasarch,,,,,CSI  3118
CMSC452,,,32,11,0,,CSI  3118
CMSC452,,,,,,TuTh 2:00pm - 3:15pm,CSI  3118
CMSC456,0101,,,,,,CSI  1121
CMSC456,,Jonathan Katz,,,,,CSI  1121
CMSC456,,,40,0,3,,CSI  1121
CMSC456,,,,,,MWF 12:00pm - 12:50pm,CSI  1121
CMSC460,0101,,,,,,MTH  0304
CMSC460,,Harland Glaz,,,,,MTH  0304
CMSC460,,,33,0,2,,MTH  0304
CMSC460,,,,,,TuTh 12:30pm - 1:45pm,MTH  0304
CMSC460,0201,,,,,,MTH  0409
CMSC460,,Changhui Tan,,,,,MTH  0409
CMSC460,,,25,2,0,,MTH  0409
CMSC460,,,,,,TuTh 2:00pm - 3:15pm,MTH  0409
CMSC466,0101,,,,,,MTH  1311
CMSC466,,Maria Cameron,,,,,MTH  1311
CMSC466,,,25,11,0,,MTH  1311
CMSC466,,,,,,MWF 11:00am - 11:50am,MTH  1311
CMSC474,0101,,,,,,CSI  2120
CMSC474,,Dana Nau,,,,,CSI  2120
CMSC474,,,40,9,0,,CSI  2120
CMSC474,,,,,,TuTh 3:30pm - 4:45pm,CSI  2120
CMSC498,0101,,,,,,ITV  1100
CMSC498,,Uzi Vishkin,,,,,ITV  1100
CMSC498,,,10,7,0,,ITV  1100
CMSC498,,,,,,MW 11:00am - 12:15pm,ITV  1100
CMSC498,0101,,,,,,CSI  2107
CMSC498,,Amol Deshpande,,,,,CSI  2107
CMSC498,,,40,8,0,,CSI  2107
CMSC498,,,,,,TuTh 11:00am - 12:15pm,CSI  2107
CMSC498,0101,,,,,,HBK  0123
CMSC498,,Marshini Chetty,,,,,HBK  0123
CMSC498,,,10,0,4,,HBK  0123
CMSC498,,,,,,Th 6:00pm - 8:45pm,HBK  0123
CMSC631,0101,,,,,,CSI  3118
CMSC631,,David Van Horn,,,,,CSI  3118
CMSC631,,,20,3,0,,CSI  3118
CMSC631,,,,,,TuTh 3:30pm - 4:45pm,CSI  3118
CMSC660,0101,,,,,,CSI  3120
CMSC660,,Ramani Duraiswami,,,,,CSI  3120
CMSC660,,,25,0,3,,CSI  3120
CMSC660,,,,,,TuTh 3:30pm - 4:45pm,CSI  3120
CMSC663,0101,,,,,,CSI  4122
CMSC663,,Howard Elman,,,,,CSI  4122
CMSC663,,,20,15,0,,CSI  4122
CMSC663,,,,,,TuTh 5:00pm - 6:15pm,CSI  4122
CMSC666,0101,,,,,,CSI  4122
CMSC666,,Tobias von Petersdorff,,,,,CSI  4122
CMSC666,,,25,8,0,,CSI  4122
CMSC666,,,,,,TuTh 2:00pm - 3:15pm,CSI  4122
CMSC701,0101,,,,,,CSI  3120
CMSC701,,Mihai Pop,,,,,CSI  3120
CMSC701,,,40,9,0,,CSI  3120
CMSC701,,,,,,TuTh 9:30am - 10:45am,CSI  3120
CMSC712,0101,,,,,,AVW  3258
CMSC712,,A. U. Shankar,,,,,AVW  3258
CMSC712,,,20,0,0,,AVW  3258
CMSC712,,,,,,TuTh 2:00pm - 3:30pm,AVW  3258
CMSC723,0101,,,,,,CSI  2120
CMSC723,,Hal Daume,,,,,CSI  2120
CMSC723,,,40,0,10,,CSI  2120
CMSC723,,,,,,TuTh 2:00pm - 3:15pm,CSI  2120
CMSC733,0101,,,,,,CSI  3118
CMSC733,,David Jacobs,,,,,CSI  3118
CMSC733,,,32,0,17,,CSI  3118
CMSC733,,,,,,TuTh 11:00am - 12:15pm,CSI  3118
CMSC737,0101,,,,,,CSI  2118
CMSC737,,Atif Memon,,,,,CSI  2118
CMSC737,,,20,0,0,,CSI  2118
CMSC737,,,,,,TuTh 9:30am - 10:45am,CSI  2118
CMSC754,0101,,,,,,CSI  2118
CMSC754,,David Mount,,,,,CSI  2118
CMSC754,,,32,0,15,,CSI  2118
CMSC754,,,,,,TuTh 12:30pm - 1:45pm,CSI  2118
CMSC798,0101,,,,,,CSI  2117
CMSC798,,Jeffrey Foster,,,,,CSI  2117
CMSC798,,,40,10,0,,CSI  2117
CMSC798,,,,,,F 11:00am - 12:50pm,CSI  2117
CMSC818,0101,,,,,,AVW  3258
CMSC818,,Peter Keleher,,,,,AVW  3258
CMSC818,,,20,1,0,,AVW  3258
CMSC818,,,,,,TuTh 11:00am - 12:15pm,AVW  3258
CMSC818,0101,,,,,,CSI  1115
CMSC818,,Instructor: TBA,,,,,CSI  1115
CMSC818,,,145,145,0,,CSI  1115
CMSC818,,,,,,MW 4:00pm - 5:00pm,CSI  1115
CMSC818,0101,,,,,,JMP  1202
CMSC818,,Tudor Dumitras,,,,,JMP  1202
CMSC818,,,15,13,0,,JMP  1202
CMSC818,,,,,,MW 12:30pm - 1:45pm,JMP  1202
CMSC828,0101,,,,,,CSI  2118
CMSC828,,Larry Davis,,,,,CSI  2118
CMSC828,,,25,2,0,,CSI  2118
CMSC828,,,,,,TuTh 2:00pm - 3:15pm,CSI  2118
CMSC828,0101,,,,,,CSI  3118
CMSC828,,Venkatramanan Subrahmanian,,,,,CSI  3118
CMSC828,,,25,12,0,,CSI  3118
CMSC828,,,,,,TuTh 9:30am - 10:45am,CSI  3118
CMSC858,0101,,,,,,CSI  2118
CMSC858,,Mohammad Hajiaghayi,,,,,CSI  2118
CMSC858,,,20,3,0,,CSI  2118
CMSC858,,,,,,TuTh 3:30pm - 4:45pm,CSI  2118
